budget(in million),revenue(in million),content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
37.0,96.047633,100,61,"Drama,Thriller,Horror",Mikael Håfström,2011,1,28,4,114,The Rite,https://www.themoviedb.org/movie/48171
55.0,110.0,100,59,"Animation,Comedy,Family",Jimmy Hayward,2013,11,1,4,91,Free Birds,https://www.themoviedb.org/movie/175574
29.0,168.841459,100,76,"Science Fiction,Thriller,Mystery",Terry Gilliam,1996,1,5,4,129,Twelve Monkeys,https://www.themoviedb.org/movie/63
6.0,23.341568,100,82,"Drama,Crime,Thriller",Bryan Singer,1995,9,15,4,106,The Usual Suspects,https://www.themoviedb.org/movie/629
4.0,0.024416,100,55,"Science Fiction,Action",Joe Miale,2017,7,1,5,87,Revolt,https://www.themoviedb.org/movie/313943
65.0,128.905366,100,59,"Action,Horror,Fantasy",David S. Goyer,2004,12,8,2,123,Blade: Trinity,https://www.themoviedb.org/movie/36648
11.0,53.939297,100,75,Drama,Craig Gillespie,2018,1,19,4,120,"I, Tonya",https://www.themoviedb.org/movie/389015
13.0,48.065672,100,58,Comedy,Scott Moore,2013,3,1,4,93,21 & Over,https://www.themoviedb.org/movie/107811
80.0,123.729176,100,62,"Science Fiction,Adventure,Action",Simon Wells,2002,3,4,0,96,The Time Machine,https://www.themoviedb.org/movie/2135
nan,nan,100,77,Documentary,Fisher Stevens,2016,10,30,6,93,Before the Flood,https://www.themoviedb.org/movie/410718
17.0,55.041738,100,60,"Horror,Thriller",Robert Zappia,1998,8,5,2,86,Halloween H20: 20 Years Later,https://www.themoviedb.org/movie/11675
33.0,49.939757,100,68,"Crime,Action,Drama",Adam Mervis,2019,11,22,4,99,21 Bridges,https://www.themoviedb.org/movie/535292
nan,nan,100,62,"Horror,Mystery",William Peter Blatty,1990,8,17,4,110,The Exorcist III,https://www.themoviedb.org/movie/11587
120.0,259.175788,100,55,"Action,Adventure,Comedy",John August,2003,6,27,4,106,Charlie's Angels: Full Throttle,https://www.themoviedb.org/movie/9471
nan,nan,93,51,"Drama,Adventure",Mitch Davis,2019,6,28,4,110,The Other Side of Heaven 2: Fire of Faith,https://www.themoviedb.org/movie/555748
nan,nan,71,62,Documentary,Javier Vázquez,2005,12,22,3,75,Loving Maradona,https://www.themoviedb.org/movie/99005
170.0,185.77016,100,72,"Adventure,Drama,Family",Martin Scorsese,2012,5,4,4,126,Hugo,https://www.themoviedb.org/movie/44826
nan,nan,100,52,"Science Fiction,Action,Horror",Ben Ripley,2004,11,26,4,111,Species III,https://www.themoviedb.org/movie/9711
nan,253.625427,100,59,"Action,Adventure,Comedy",Walt Becker,2007,3,2,4,100,Wild Hogs,https://www.themoviedb.org/movie/11199
nan,nan,93,63,"Adventure,Animation,Action",Leo Riley,2015,2,1,6,71,Iron Man & Captain America: Heroes United,https://www.themoviedb.org/movie/284274
nan,nan,93,84,"Drama,History",Roger Young,1995,4,16,6,178,Joseph,https://www.themoviedb.org/movie/2405
28.0,333.0,100,73,"Adventure,Action",George Lucas,1984,5,23,2,118,Indiana Jones and the Temple of Doom,https://www.themoviedb.org/movie/87
27.0,27.200316,100,73,"Mystery,Science Fiction",Alex Proyas,1998,2,27,4,100,Dark City,https://www.themoviedb.org/movie/2666
3.0,104.945305,100,77,"Comedy,Drama",Mike Nichols,1967,12,21,3,106,The Graduate,https://www.themoviedb.org/movie/37247
nan,0.022836,100,70,"Drama,Comedy,Romance",Jonathan Kasdan,2012,10,19,4,95,The First Time,https://www.themoviedb.org/movie/84199
nan,nan,56,20,Documentary,Arnaud Fournier Montgieux,2021,11,17,2,nan,Brother,https://www.themoviedb.org/movie/883821
13.0,53.424681,100,73,"Action,Thriller,Science Fiction",Paul Verhoeven,1987,7,17,4,102,RoboCop,https://www.themoviedb.org/movie/5548
4.0,5.132274,100,62,"Horror,Thriller",Deon Taylor,2018,4,20,4,96,Traffik,https://www.themoviedb.org/movie/473149
20.0,nan,100,67,"Comedy,Drama,Family,Fantasy,TV Movie",Stuart Gillard,2020,3,24,1,86,Twitches,https://www.themoviedb.org/movie/21481
nan,nan,100,54,"Horror,Mystery",Luis de la Madrid,2006,4,25,1,101,The Nun,https://www.themoviedb.org/movie/42968
21.0,72.526996,100,66,"Family,Comedy",David Bowers,2011,3,25,4,99,Diary of a Wimpy Kid: Rodrick Rules,https://www.themoviedb.org/movie/60307
nan,nan,100,80,"Crime,Thriller,Action",Park Hoon-jung,2017,9,23,5,128,V.I.P.,https://www.themoviedb.org/movie/435601
nan,24.945497,100,75,"Crime,Action",Lee Won-tae,2019,5,15,2,110,"The Gangster, the Cop, the Devil",https://www.themoviedb.org/movie/581528
5.0,33.616692,100,74,"Drama,Romance",Alfonso Cuarón,2002,3,15,4,106,Y Tu Mamá También,https://www.themoviedb.org/movie/1391
nan,nan,100,73,Horror,Elizabeta Vidovic,2021,11,12,4,84,The Accursed,https://www.themoviedb.org/movie/860867
30.0,163.644662,100,69,"Animation,Family,Adventure,Fantasy,Action",Kunihiko Yuyama,1999,11,6,5,85,Pokémon: The First Movie - Mewtwo Strikes Back,https://www.themoviedb.org/movie/10228
nan,nan,93,71,"Documentary,TV Movie",Jeanie Finlay,2019,5,26,6,115,Game of Thrones: The Last Watch,https://www.themoviedb.org/movie/591278
nan,nan,100,69,"Crime,Drama,Thriller",Ric Roman Waugh,2017,7,13,3,121,Shot Caller,https://www.themoviedb.org/movie/339692
40.0,138.259062,100,58,"Comedy,Crime",John Whitesell,2006,1,26,3,99,Big Momma's House 2,https://www.themoviedb.org/movie/11565
nan,nan,86,78,Animation,Fujiko F. Fujio,1996,3,2,5,97,Doraemon: Nobita and the Galaxy Super-express,https://www.themoviedb.org/movie/106164
105.0,723.192705,100,72,"Science Fiction,Thriller,Drama",Alfonso Cuarón,2013,10,11,4,91,Gravity,https://www.themoviedb.org/movie/49047
5.0,16.593554,100,75,"Action,Thriller,Science Fiction",Leigh Whannell,2018,6,1,4,100,Upgrade,https://www.themoviedb.org/movie/500664
72.0,97.076152,100,66,"Drama,War",Sam Mendes,2005,11,4,4,123,Jarhead,https://www.themoviedb.org/movie/25
nan,nan,71,60,Drama,J.W. McHausen,2007,1,1,0,89,Swingers Sex Party,https://www.themoviedb.org/movie/619105
100.0,347.512318,100,66,"Adventure,Action,Thriller,Mystery",Jon Turteltaub,2005,1,21,4,131,National Treasure,https://www.themoviedb.org/movie/2059
8.02,nan,100,64,"Adventure,Fantasy",Oleg Pogodin,2021,2,18,3,100,Upon the Magic Roads,https://www.themoviedb.org/movie/576784
70.0,nan,100,73,"Action,Fantasy",Gina Prince-Bythewood,2020,7,10,4,125,The Old Guard,https://www.themoviedb.org/movie/547016
nan,2.830775,100,64,"Drama,Thriller",Cory Finley,2018,3,9,4,92,Thoroughbreds,https://www.themoviedb.org/movie/397722
nan,nan,100,75,"Family,Drama",Moxie Peng,2021,5,28,4,19,The Little Prince(ss),https://www.themoviedb.org/movie/818370
3.5,nan,100,72,"Science Fiction,Action,Adventure,Animation,Family",Lauren Montgomery,2010,9,28,1,78,Superman/Batman: Apocalypse,https://www.themoviedb.org/movie/45162
1.0,17.985893,100,65,Horror,Joe Dante,1981,3,13,4,91,The Howling,https://www.themoviedb.org/movie/11298
0.04,nan,100,70,"Drama,Comedy",Sean Ellis,2004,10,10,6,18,Cashback,https://www.themoviedb.org/movie/444308
33.0,67.2,100,64,"Action,Thriller",Michael Cuesta,2017,9,15,4,112,American Assassin,https://www.themoviedb.org/movie/415842
35.0,43.203413,100,52,"Crime,Thriller,Horror",Tomas Alfredson,2017,10,20,4,119,The Snowman,https://www.themoviedb.org/movie/372343
nan,nan,21,20,Documentary,Ansgar Schaefer,2021,11,17,2,109,Journey to the Sun,https://www.themoviedb.org/movie/893043
7.2,116.019547,100,64,"Adventure,Action,Thriller",Guy Hamilton,1971,12,17,4,120,Diamonds Are Forever,https://www.themoviedb.org/movie/681
12.0,15.876353,100,53,"Action,Drama,Family,Adventure",Robert Mark Kamen,1994,8,12,4,107,The Next Karate Kid,https://www.themoviedb.org/movie/11231
14.0,8.621288,100,67,"Action,Thriller,Horror",Craig Zobel,2020,3,13,4,90,The Hunt,https://www.themoviedb.org/movie/514847
5.8,32.589624,100,77,"Science Fiction,Adventure,Drama,Action",Rod Serling,1968,2,7,2,112,Planet of the Apes,https://www.themoviedb.org/movie/871
5.0,nan,100,68,"Music,Comedy",Damon Santostefano,2008,9,16,1,90,Another Cinderella Story,https://www.themoviedb.org/movie/15157
0.0005,nan,100,67,"Drama,Romance,Fantasy",Kim Dae-seung,2015,12,30,2,122,The Magician,https://www.themoviedb.org/movie/366654
27.0,71.319546,100,72,Comedy,Jeremiah S. Chechik,1989,12,1,4,97,National Lampoon's Christmas Vacation,https://www.themoviedb.org/movie/5825
100.0,68.688831,100,54,"Adventure,Comedy,Science Fiction,Family",Brad Silberling,2009,6,5,4,102,Land of the Lost,https://www.themoviedb.org/movie/18162
150.0,nan,100,58,"Horror,History,Drama,Thriller",Joe Johnston,2010,2,12,4,102,The Wolfman,https://www.themoviedb.org/movie/7978
nan,nan,100,59,"Animation,Action,Science Fiction",Shinji Aramaki,2012,8,28,1,89,Starship Troopers: Invasion,https://www.themoviedb.org/movie/114478
4.0,14.8,93,73,"Adventure,Animation",Tsutomu Shibayama,1993,3,6,5,97,Doraemon: Nobita and the Tin Labyrinth,https://www.themoviedb.org/movie/161822
nan,nan,100,72,"Animation,Comedy,Family,Mystery",Scott Jeralds,2003,9,30,1,75,Scooby-Doo! and the Monster of Mexico,https://www.themoviedb.org/movie/21956
75.0,196.482882,100,68,"Comedy,Romance",Peter Segal,2004,4,9,4,99,50 First Dates,https://www.themoviedb.org/movie/1824
45.0,129.394835,100,64,"Horror,Action,Science Fiction",Alexander Witt,2004,11,26,4,94,Resident Evil: Apocalypse,https://www.themoviedb.org/movie/1577
60.0,240.797623,100,71,"Drama,History",Clint Eastwood,2016,9,9,4,96,Sully,https://www.themoviedb.org/movie/363676
35.0,65.090821,100,63,"Comedy,Drama,Romance",Luke Greenfield,2011,5,5,3,112,Something Borrowed,https://www.themoviedb.org/movie/49022
70.0,329.803958,100,75,"Fantasy,Animation,Comedy,Crime,Family",Robert Zemeckis,1988,6,21,1,104,Who Framed Roger Rabbit,https://www.themoviedb.org/movie/856
nan,nan,100,66,Romance,Ryuichi Hiroki,2016,5,28,5,116,Wolf Girl and Black Prince,https://www.themoviedb.org/movie/375533
nan,nan,100,49,"Action,Science Fiction,Horror,Mystery",Tony Giglio,2019,9,30,0,97,Doom: Annihilation,https://www.themoviedb.org/movie/520901
25.0,48.818723,100,67,"Action,Thriller",Pierre Morel,2018,9,7,4,102,Peppermint,https://www.themoviedb.org/movie/458594
nan,12.705094,100,72,"Animation,Adventure,Fantasy,Action",Yuzo Sato,2013,1,12,5,97,Hunter x Hunter: Phantom Rouge,https://www.themoviedb.org/movie/211755
nan,nan,100,77,"Action,Adventure,Science Fiction,Fantasy",Shinsuke Sato,2018,4,20,4,127,Inuyashiki,https://www.themoviedb.org/movie/447743
6.0,0.180851,100,52,"Drama,Horror,Science Fiction",Ana Lily Amirpour,2017,7,13,3,119,The Bad Batch,https://www.themoviedb.org/movie/316154
5.0,0.007556,100,47,"Horror,Thriller,Science Fiction,Mystery",Oren Peli,2015,5,15,4,91,Area 51,https://www.themoviedb.org/movie/57876
nan,nan,100,20,"TV Movie,Comedy,Romance",Maclain Nelson,2021,11,18,3,84,Every Time a Bell Rings,https://www.themoviedb.org/movie/874239
18.0,16.262351,100,65,"Comedy,Family",Tim Hill,2020,10,9,4,98,The War with Grandpa,https://www.themoviedb.org/movie/425001
14.0,10.07679,100,64,Thriller,Bart De Pauw,2015,1,30,4,108,The Loft,https://www.themoviedb.org/movie/72784
70.0,104.945765,100,58,"Family,Comedy,Science Fiction,Adventure,Animation",Jorge Blanco,2009,11,19,3,91,Planet 51,https://www.themoviedb.org/movie/16866
nan,2.193474,100,67,"Drama,Horror,Thriller,Mystery",Severin Fiala,2015,9,11,4,100,Goodnight Mommy,https://www.themoviedb.org/movie/284303
nan,nan,100,50,Comedy,Herbert Simone Paragnani,2021,11,17,2,nan,Io e Angela,https://www.themoviedb.org/movie/820209
52.0,116.112375,100,80,"Crime,Drama",Martin Scorsese,1995,11,22,2,179,Casino,https://www.themoviedb.org/movie/524
46.0,23.737523,100,71,"Drama,History",Martin Scorsese,2017,1,1,6,161,Silence,https://www.themoviedb.org/movie/68730
20.0,nan,100,63,Drama,Jonathan Jakubowicz,2016,8,26,4,105,Hands of Stone,https://www.themoviedb.org/movie/184341
nan,nan,100,74,Horror,Andrzej Żuławski,1983,10,13,3,124,Possession,https://www.themoviedb.org/movie/21484
85.0,160.388063,100,67,"Action,Adventure,Mystery,Fantasy",Guillermo del Toro,2008,7,11,4,120,Hellboy II: The Golden Army,https://www.themoviedb.org/movie/11253
3.0,14.980005,100,83,"Drama,Thriller,Mystery,Action",Park Chan-wook,2003,11,21,4,120,Oldboy,https://www.themoviedb.org/movie/670
18.0,2.133452,100,69,"War,Drama,History,Action",Rod Lurie,2020,6,24,2,123,The Outpost,https://www.themoviedb.org/movie/531876
20.0,25.975621,100,71,"Drama,Romance",Derek Cianfrance,2016,9,2,4,133,The Light Between Oceans,https://www.themoviedb.org/movie/283552
nan,nan,100,67,"Animation,Family",Stephen Donnelly,2016,8,27,5,73,Monster High: Welcome to Monster High,https://www.themoviedb.org/movie/413736
0.0012,nan,43,20,,Rene Smaal,2021,11,17,2,60,Once Upon Amsterdam,https://www.themoviedb.org/movie/825047
nan,nan,86,50,"Action,Drama,Science Fiction,TV Movie",Bill Bixby,1991,8,23,4,95,The Death of the Incredible Hulk,https://www.themoviedb.org/movie/19593
nan,nan,93,48,Thriller,Juan Cavestany,2021,3,26,4,78,An Optical Illusion - Interval,https://www.themoviedb.org/movie/734818
3.0,177.512032,100,58,"Horror,Mystery",Michael R. Perry,2010,10,21,3,91,Paranormal Activity 2,https://www.themoviedb.org/movie/41436
5.0,45.172994,100,52,"Thriller,Horror",Adam Wingard,2016,9,16,4,90,Blair Witch,https://www.themoviedb.org/movie/351211
15.0,120.207127,100,73,"Adventure,Action,Comedy,Thriller,Crime",Richard Donner,1987,3,6,4,110,Lethal Weapon,https://www.themoviedb.org/movie/941
nan,nan,100,74,"Science Fiction,Action,Animation,Fantasy,Thriller",Ernie Altbacker,2017,3,29,2,75,Justice League Dark,https://www.themoviedb.org/movie/408220
3.38389,nan,100,63,"Action,Drama,Thriller",Julien Leclercq,2018,8,22,2,84,The Bouncer,https://www.themoviedb.org/movie/525554
nan,nan,100,75,"Drama,Thriller",Kevin Macdonald,2021,2,12,4,129,The Mauritanian,https://www.themoviedb.org/movie/644583
14.0,nan,100,61,"Comedy,Mystery,Horror",Steven Brill,2020,10,7,2,103,Hubie Halloween,https://www.themoviedb.org/movie/617505
nan,nan,100,64,"Drama,Crime,Thriller",Jean-François Richet,2018,12,19,2,121,The Emperor of Paris,https://www.themoviedb.org/movie/478820
23.0,150.8167,100,67,"Music,Drama,Romance",Jon M. Chu,2008,2,14,3,98,Step Up 2: The Streets,https://www.themoviedb.org/movie/8328
2.0,10.31254,100,65,"Drama,Horror",Jennifer Kent,2014,5,22,3,94,The Babadook,https://www.themoviedb.org/movie/242224
5.0,8.493728,100,43,"Horror,Thriller,Comedy",Josh Stolberg,2012,6,1,4,83,Piranha 3DD,https://www.themoviedb.org/movie/71668
18.0,57.09619,100,68,"Horror,Science Fiction,Thriller",Frank Darabont,2007,11,21,2,126,The Mist,https://www.themoviedb.org/movie/5876
nan,nan,100,58,"Romance,Drama",Park Ju-young,2019,7,25,3,71,Goodbye Summer,https://www.themoviedb.org/movie/597102
nan,nan,100,61,"Drama,Romance",Chris Foggin,2016,8,26,4,87,Kids in Love,https://www.themoviedb.org/movie/396557
45.0,50.548152,100,70,"Action,Crime,Drama,History,Thriller",Peter Berg,2017,1,13,4,133,Patriots Day,https://www.themoviedb.org/movie/388399
6.0,18.686644,93,58,"Horror,Mystery,Science Fiction",Hideo Nakata,1999,1,23,5,92,Ringu 2,https://www.themoviedb.org/movie/9669
nan,nan,100,71,"Adventure,Animation,Fantasy",Isao Takahata,1994,7,16,5,119,Pom Poko,https://www.themoviedb.org/movie/15283
56.0,198.636868,100,60,"Comedy,Family",Adam Shankman,2005,3,4,4,95,The Pacifier,https://www.themoviedb.org/movie/10022
nan,nan,100,68,"Action,Animation,Adventure,Comedy,Fantasy,Science Fiction",Akira Toriyama,1986,12,20,5,50,Dragon Ball: Curse of the Blood Rubies,https://www.themoviedb.org/movie/39144
150.0,38.992758,100,60,"Adventure,Animation,Family",Simon Wells,2011,3,11,4,88,Mars Needs Moms,https://www.themoviedb.org/movie/50321
nan,nan,36,40,Comedy,unknown,2013,12,21,5,nan,Un cuento de navidad,https://www.themoviedb.org/movie/408481
nan,nan,100,60,Horror,David Bruckner,2016,12,2,4,82,Siren,https://www.themoviedb.org/movie/355506
30.0,192.610372,100,70,"Adventure,Animation,Comedy,Family",Nick Park,2005,10,7,4,85,Wallace & Gromit: The Curse of the Were-Rabbit,https://www.themoviedb.org/movie/533
11.0,44.998252,100,74,"Crime,Drama,Mystery,Thriller",Taylor Sheridan,2017,8,4,4,107,Wind River,https://www.themoviedb.org/movie/395834
nan,nan,100,74,"Action,Adventure,Animation,Science Fiction",Dwayne McDuffie,2010,2,23,1,75,Justice League: Crisis on Two Earths,https://www.themoviedb.org/movie/30061
nan,20.0,100,77,"Animation,Science Fiction,Action,Drama",Hideaki Anno,2007,9,1,5,101,Evangelion: 1.0 You Are (Not) Alone,https://www.themoviedb.org/movie/15137
44.0,155.760117,100,77,"Crime,Drama,Mystery,Western",Quentin Tarantino,2016,1,15,4,188,The Hateful Eight,https://www.themoviedb.org/movie/273248
80.0,157.107755,100,68,"Action,Thriller,Science Fiction",Albert Hughes,2010,3,19,4,118,The Book of Eli,https://www.themoviedb.org/movie/20504
126.0,162.949164,100,67,"Action,Thriller,Science Fiction,Adventure",Caspian Tredwell-Owen,2005,7,28,3,136,The Island,https://www.themoviedb.org/movie/1635
80.0,233.093859,100,55,"Drama,Science Fiction,Thriller",Scott Derrickson,2008,12,12,4,104,The Day the Earth Stood Still,https://www.themoviedb.org/movie/10200
nan,5.101756,100,76,"Drama,Action,Thriller,Crime",Cary Joji Fukunaga,2009,4,17,4,96,Sin Nombre,https://www.themoviedb.org/movie/21191
nan,nan,100,73,Documentary,Michèle Ohayon,2021,2,5,4,112,"Strip Down, Rise Up",https://www.themoviedb.org/movie/778870
7.0,nan,100,52,Action,Keoni Waxman,2014,8,19,1,100,A Good Man,https://www.themoviedb.org/movie/286668
nan,nan,100,65,"Horror,Action,Science Fiction",Shinsuke Sato,2010,11,29,0,130,Gantz,https://www.themoviedb.org/movie/56832
15.0,107.217396,100,65,"Comedy,Adventure",Tom Shadyac,1994,2,4,4,86,Ace Ventura: Pet Detective,https://www.themoviedb.org/movie/3049
nan,4.52295,100,67,"Adventure,Fantasy",Mikkel Brænne Sandemose,2017,9,29,4,100,The Ash Lad: In the Hall of the Mountain King,https://www.themoviedb.org/movie/444090
nan,nan,79,60,"Science Fiction,Mystery,Crime",Hisayasu Satô,1988,7,28,3,61,Pervert Ward: Torturing the White Uniform,https://www.themoviedb.org/movie/351962
1.686858,1.891907,100,54,"Fantasy,Action,Crime",Jesse Haaja,2017,11,23,3,105,Rendel,https://www.themoviedb.org/movie/397852
75.0,262.51149,100,64,"Animation,Comedy,Family,Science Fiction",David Lindsay-Abaire,2005,3,11,4,91,Robots,https://www.themoviedb.org/movie/9928
nan,nan,93,50,"Drama,Thriller",Jakub Piątek,2021,6,30,2,93,Prime Time,https://www.themoviedb.org/movie/745078
nan,nan,79,41,Science Fiction,Cybil Richards,1998,2,3,1,83,Lolita 2000,https://www.themoviedb.org/movie/156659
nan,nan,100,73,"Crime,Drama,Thriller",Antonio Campos,2020,9,11,4,138,The Devil All the Time,https://www.themoviedb.org/movie/499932
30.0,14.793385,100,71,"Romance,Adventure,Science Fiction,Drama",Allan Loeb,2017,2,10,4,121,The Space Between Us,https://www.themoviedb.org/movie/365942
125.0,767.820459,100,67,"Thriller,Mystery",Ron Howard,2006,5,26,4,149,The Da Vinci Code,https://www.themoviedb.org/movie/591
nan,nan,86,28,Science Fiction,Eric Small,2014,11,23,6,91,"10,000 Days",https://www.themoviedb.org/movie/293082
40.0,158.73382,100,74,"Thriller,Action,Crime",Frank Miller,2005,4,1,4,124,Sin City,https://www.themoviedb.org/movie/187
13.0,54.837234,100,71,Comedy,Theodore Melfi,2014,10,31,4,102,St. Vincent,https://www.themoviedb.org/movie/239563
25.0,3.425664,100,66,"Drama,Romance",Deborah Moggach,2017,8,25,4,107,Tulip Fever,https://www.themoviedb.org/movie/257785
nan,nan,100,72,"Animation,Adventure,Drama,Fantasy",Makoto Shinkai,2011,7,29,4,116,Children Who Chase Lost Voices,https://www.themoviedb.org/movie/79707
14.0,185.438673,100,68,"Adventure,Action,Thriller",Lewis Gilbert,1977,7,7,3,125,The Spy Who Loved Me,https://www.themoviedb.org/movie/691
21.5,6.817535,100,56,"Thriller,Action",Eran Creevy,2017,2,24,4,98,Collide,https://www.themoviedb.org/movie/195590
nan,nan,56,20,Documentary,Olivier Goujon,2021,11,17,2,nan,"Permaculture en France, un Art de vivre pour demain",https://www.themoviedb.org/movie/873595
44.0,63.327201,100,63,"Action,Adventure,Romance,Science Fiction,Thriller",Andrew Niccol,2013,3,29,4,125,The Host,https://www.themoviedb.org/movie/72710
3.8,nan,100,47,"Horror,Science Fiction,Thriller",Ben Ripley,2007,10,2,1,98,Species: The Awakening,https://www.themoviedb.org/movie/15212
nan,nan,93,78,Drama,Marsha Timothy,2010,6,10,3,10,Naruto Bersyukur,https://www.themoviedb.org/movie/589681
1.0,51.525171,100,78,"Comedy,Drama",John Hughes,1986,5,3,5,98,The Breakfast Club,https://www.themoviedb.org/movie/2108
nan,0.103536,100,61,"Thriller,Drama,Crime,Mystery",Amy J. Berg,2014,4,20,6,93,Every Secret Thing,https://www.themoviedb.org/movie/258284
85.0,363.164265,100,67,"Action,Crime,Drama,Thriller",Gary Scott Thompson,2009,4,3,4,107,Fast & Furious,https://www.themoviedb.org/movie/13804
nan,nan,93,43,"Drama,Romance",Jeong Do-soo,2020,4,3,4,95,Young Mother 5,https://www.themoviedb.org/movie/729097
10.0,31.973249,100,74,"Horror,Comedy",John Landis,1981,8,21,4,97,An American Werewolf in London,https://www.themoviedb.org/movie/814
